size,cpu,cuda,openCL
80x45,0.00722193717956543,0.09621548652648926,0.009132146835327148
1920x1080,0.6347122192382812,0.2357335090637207,0.5909395217895508
3840x2160,1.6820118427276611,0.7084321975708008,1.7079992294311523
