size,cpu,cuda,openCL
80x45,0.058634042739868164,0.14112353324890137,0.09813761711120605
1920x1080,1.811279296875,0.2758204936981201,1.3542425632476807
3840x2160,6.223999500274658,0.7369556427001953,4.258932828903198
